x,x,x,x,x,x,x,x,sv,x,x,x,x,sv,x,x
x,o3,o1,x,o2,o3,o4,x,v,x,o1,o3,x,v,x,x
x,x,o1,x,o2,o3,o4,x,v,x,o3,x,x,v,x,x
x,x,x,x,x,x,x,x,v,x,o1,x,t,v,x,x
sh,h,h,h,ld,x,o2,x,v,x,x,x,x,v,x,x
x,x,t,x,v,x,o1,x,ru,h,ld,x,x,v,x,x
x,x,x,x,v,x,x,x,x,x,v,x,x,v,x,x
x,x,x,x,v,x,o3,o3,x,x,v,x,t,v,x,x
x,x,x,x,v,x,x,o4,x,x,v,x,x,v,x,x
x,x,x,x,v,x,o2,x,x,t,v,x,x,v,x,x
sh,h,ld,x,v,x,x,o1,x,x,v,x,x,v,t,x
x,x,v,x,v,t,x,o3,x,x,v,x,x,v,x,x
x,x,v,x,v,x,o4,x,x,x,v,t,x,ru,ld,x
x,t,v,x,v,x,o2,x,x,t,v,x,x,x,v,x
x,x,v,x,v,x,x,o1,x,t,ru,ld,x,x,v,x
sh,h,vl,x,v,x,x,o2,x,x,x,v,x,x,v,x
x,x,v,x,v,t,x,o2,x,x,t,v,x,t,v,x
x,t,v,x,v,t,x,x,o1,x,x,v,x,x,v,x
x,x,v,x,v,t,x,o2,o3,x,t,v,x,x,v,x
x,x,v,x,v,x,x,x,x,x,t,vr,h,h,lu,x
x,x,v,x,ru,h,h,ld,x,x,t,v,x,t,t,x
x,x,v,x,t,t,x,v,x,t,x,v,x,x,x,x
x,t,v,x,x,x,x,v,x,rd,h,lu,x,x,x,x
x,x,v,x,x,x,x,ru,h,vl,x,x,x,o3,o1,x
x,t,ru,h,ld,x,x,x,x,v,t,x,x,x,o2,x
x,x,t,x,ru,h,h,h,h,vl,t,x,x,x,x,x
x,x,x,x,t,x,x,t,x,v,x,x,t,x,o4,x
x,o3,o1,x,x,x,x,x,t,ru,h,h,ld,t,x,x
x,o1,x,o2,o3,o4,x,x,x,x,t,x,v,x,x,x
x,x,o2,x,o1,o2,o1,x,x,x,x,x,ru,ld,x,x
x,o4,x,o4,o2,x,o3,o1,o3,o3,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,
x,x,x,x,sv,x,x,x,x,x,sv,x,x,sv,x,x
x,o3,x,x,v,x,o1,o2,x,x,v,x,x,v,x,x
x,o1,o2,x,v,x,x,o3,o4,x,v,x,x,v,x,x
x,x,o1,x,v,x,x,x,o1,x,v,x,x,v,x,x
x,o4,o3,x,v,x,x,x,o2,x,v,t,x,v,t,x
x,o2,x,x,ru,h,ld,x,o1,x,v,x,x,v,x,x
x,o1,o1,x,x,x,v,x,x,x,v,x,t,v,x,x
x,o4,o2,x,x,x,v,x,o2,x,v,x,x,v,t,x
x,o3,x,x,x,x,v,x,x,x,v,x,x,v,x,x
x,x,x,x,x,t,v,x,x,t,v,x,t,ru,ld,x
x,x,x,x,x,t,v,x,x,x,v,x,x,x,v,x
sh,h,h,ld,x,x,v,t,x,x,v,t,x,t,v,x
x,x,x,v,x,x,v,x,x,x,v,x,x,x,v,x
x,x,x,v,t,x,v,x,o2,x,v,x,x,x,v,x
x,rd,h,lu,x,x,v,x,o1,x,v,x,x,t,v,x
x,v,x,x,x,x,v,x,x,x,v,x,x,x,v,x
x,v,x,x,o3,x,v,t,x,x,ru,ld,x,x,v,x
x,v,t,x,x,x,v,x,x,x,x,v,x,x,v,x
x,v,x,o2,x,t,v,x,o3,o1,x,v,x,t,v,x
x,v,x,o3,x,x,v,x,x,x,t,v,x,t,v,x
x,v,x,x,x,t,v,t,x,x,x,v,x,t,v,x
x,v,t,x,x,t,v,x,x,x,x,v,x,x,v,x
x,v,x,x,x,x,v,x,rd,h,h,hu,h,h,lu,x
x,v,x,t,x,x,ru,h,vl,x,x,t,x,t,t,x
x,ru,h,h,ld,x,x,x,v,t,x,x,x,x,x,x
x,t,t,x,ru,h,h,h,vl,x,x,x,x,x,x,x
x,x,x,x,x,t,t,x,ru,h,ld,x,t,x,x,x
x,o3,o1,x,x,x,x,x,x,x,ru,h,h,ld,x,x
x,o2,x,o2,o4,o2,o4,x,o3,x,x,x,x,v,x,x
x,x,o3,o1,o2,x,o2,o2,x,o1,x,x,x,v,x,x
x,o3,x,x,o2,o3,o4,x,o1,o2,o3,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,
x,x,x,sv,x,x,sv,x,x,x,sv,x,x,x,x,x
x,o3,x,v,x,x,v,x,o2,x,v,x,o3,o2,x,x
x,o1,x,v,x,x,v,x,o1,x,v,x,x,x,o1,x
x,x,x,v,x,x,v,x,x,x,ru,ld,x,x,o2,x
x,o2,x,v,x,x,ru,h,ld,x,x,v,t,x,o1,x
x,o4,x,v,t,x,x,x,v,x,x,v,x,x,x,x
x,x,x,v,x,o1,x,t,v,x,x,ru,h,ld,x,x
x,x,t,v,x,o4,x,t,v,x,x,x,x,v,x,x
x,x,x,v,x,x,x,t,ru,h,ld,x,x,v,x,x
x,o1,x,v,x,t,x,x,x,x,v,x,x,v,x,x
x,o3,x,ru,h,h,ld,x,o3,x,v,t,x,v,t,x
x,o4,x,x,t,x,v,x,x,x,v,x,x,v,x,x
x,x,o2,x,x,t,v,x,x,t,v,x,x,v,x,x
x,x,x,x,x,t,v,x,x,x,v,x,x,v,t,x
sh,ld,x,x,x,x,v,t,x,x,v,x,x,v,x,x
x,v,x,o2,o1,x,v,x,o1,x,v,x,t,v,x,x
x,v,x,x,x,x,v,x,x,t,v,x,x,v,x,x
x,v,x,o1,x,t,v,x,o4,x,v,t,x,v,t,x
x,v,t,x,x,x,v,x,x,x,v,x,x,v,t,x
x,v,x,x,x,x,ru,ld,x,x,v,x,rd,lu,x,x
x,v,t,o3,o2,x,x,ru,h,hd,lu,x,v,x,x,x
x,v,x,x,o2,o1,x,x,x,v,x,x,v,t,x,x
x,v,x,x,o4,x,o3,x,x,v,x,rd,lu,t,x,x
x,v,t,x,x,o1,o2,x,t,v,x,v,x,x,x,x
x,v,x,x,o3,x,o1,x,t,ru,h,vl,t,x,o3,x
x,v,x,x,x,x,o2,x,x,t,x,v,t,x,o1,x
x,v,x,t,t,x,x,o3,x,x,t,v,x,x,x,x
x,ru,h,h,h,h,ld,x,x,x,t,v,t,x,o2,x
x,t,t,t,x,x,v,x,t,x,x,v,x,x,o4,x
x,x,x,x,o1,x,ru,h,h,h,h,vl,x,x,x,x
x,o2,x,o3,o2,o3,x,x,t,t,x,ru,h,ld,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
