sh,h,h,h,ld,x,x,x,x,x,t,v,x,x,x,
x,x,x,x,v,t,x,t,x,x,x,v,x,x,x,
x,x,x,x,ru,h,h,h,h,ld,t,ru,ld,x,x,
x,o2,x,x,x,t,x,x,t,v,x,t,v,t,x,
x,o1,x,o1,x,x,x,x,x,ru,h,h,vl,x,x,
x,o4,o4,x,o2,x,o1,o2,x,x,x,x,v,x,x,
x,x,x,x,x,o1,x,o1,x,x,x,x,v,t,x,
x,o2,o1,o2,x,x,o2,x,x,o2,x,t,v,x,x,
x,x,o3,o2,o3,x,o2,o4,x,x,x,x,v,x,x,
x,o4,x,x,o1,x,x,x,o2,x,x,x,v,x,x,
x,x,x,x,x,x,x,x,x,x,x,x,g,x,x,
,,,,,,,,,,,,,,,
x,x,sv,x,x,x,x,x,x,x,x,x,x,x,x,
x,x,v,x,x,x,x,o1,o4,o1,o2,x,o1,o3,x,
x,x,v,x,x,t,x,x,x,x,x,o1,x,o4,x,
x,x,ru,h,h,h,ld,t,x,t,x,x,x,x,x,
x,x,t,x,t,x,ru,h,h,ld,x,t,x,x,x,
x,x,x,x,x,x,x,x,x,ru,h,h,h,ld,x,
x,o2,o1,x,o1,o4,o2,o1,o4,x,x,x,t,v,x,
x,o4,x,o2,x,x,x,x,x,o4,o1,x,x,v,x,
x,o1,x,x,x,t,x,x,t,x,x,x,t,v,x,
x,x,t,x,x,rd,h,h,h,h,h,h,h,lu,t,
x,x,rd,h,h,lu,x,x,x,t,x,t,x,t,x,
x,x,v,t,x,x,x,x,x,x,x,x,x,x,x,
x,x,v,x,t,x,x,t,x,x,x,x,o1,o1,x,
x,x,ru,h,h,h,h,h,ld,x,t,x,x,x,x,
x,x,t,x,x,x,t,x,ru,h,h,h,ld,x,x,
x,x,x,x,x,x,x,x,x,x,x,x,g,x,x,
,,,,,,,,,,,,,,,
x,x,sv,x,x,x,x,x,x,x,x,x,x,x,x,
x,x,ru,h,ld,x,x,x,x,o3,o1,x,o1,x,x,
x,x,x,x,v,t,x,t,x,x,o2,o4,x,o2,x,
x,o2,x,x,ru,h,h,h,ld,x,x,o1,o4,x,x,
x,o1,o4,x,x,x,x,x,v,t,x,o4,x,x,x,
x,x,o1,o4,o1,x,x,t,v,x,x,x,o1,o3,x,
x,x,o2,x,x,x,x,x,v,t,x,x,o1,x,x,
x,x,x,,x,t,x,t,v,x,x,o4,x,o1,x,
sh,h,h,h,h,h,h,h,vl,t,x,x,o1,x,x,
x,x,x,x,x,t,x,t,v,x,x,x,o4,o1,x,
x,o3,x,o3,x,x,x,x,v,t,x,x,o2,o1,x,
x,o1,o2,x,x,x,x,x,v,x,x,x,x,x,x,
x,x,o1,x,o2,x,x,t,ru,h,ld,t,x,x,x,
x,o2,o4,o1,o2,o3,x,x,x,t,ru,ld,x,x,x,
x,x,x,o3,x,o1,o2,x,x,x,x,ru,ld,x,x,
x,x,x,x,x,x,x,x,x,x,x,x,g,x,x,
,,,,,,,,,,,,,,,
x,sv,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,ru,h,h,h,h,ld,x,x,o2,o1,x,x,o1,o2,x
x,x,x,x,t,x,v,t,x,x,o3,o4,o1,x,x,x
sh,ld,x,x,x,x,v,x,x,x,x,x,o2,o3,x,x
x,v,t,x,x,x,v,t,x,t,x,x,o1,x,o1,x
x,v,x,x,o2,x,ru,h,h,h,ld,x,o3,o4,x,x
x,v,x,x,o3,x,x,x,x,x,v,t,x,o2,o4,x
x,v,t,x,x,x,o2,o1,o3,x,v,x,x,o1,o2,x
x,ru,h,h,ld,x,o1,o4,o2,x,v,t,x,x,x,x
x,x,x,t,v,x,o2,x,x,x,v,x,x,x,x,x
x,x,x,x,v,t,x,x,t,x,ru,h,h,ld,t,x
x,o3,x,x,ru,h,h,h,ld,x,x,x,t,v,x,x
x,o1,o4,x,t,x,x,t,ru,h,h,h,h,vl,x,x
x,o2,o3,x,x,o2,x,x,x,x,t,x,x,v,t,x
x,x,o4,o2,o1,o3,o3,o2,o4,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,
x,sv,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,v,x,x,o2,x,o4,x,o1,x,o1,x,o2,x,x,x
x,v,x,x,x,x,x,x,x,x,x,o3,o4,o1,x,x
x,v,x,t,x,x,t,x,x,t,x,x,x,o1,o4,x
x,ru,h,h,h,h,h,h,h,h,ld,x,o2,o1,x,x
x,x,x,x,x,x,x,x,x,t,v,x,x,o2,x,x
x,o1,o4,x,o3,o1,x,o4,x,x,v,t,x,o3,o4,x
x,o2,x,x,x,x,x,x,x,x,v,x,x,x,x,x
x,x,x,t,x,x,t,x,x,x,v,t,x,o1,o2,x
sh,h,h,h,h,h,h,h,h,h,vl,x,x,x,x,x
x,x,x,t,x,t,x,t,x,t,ru,ld,x,t,x,x
x,o3,x,x,x,x,x,x,x,x,t,ru,h,ld,x,x
x,o1,o2,x,o3,x,x,x,x,x,x,x,t,v,t,x
x,x,o1,o4,x,o1,o4,x,x,o2,x,x,x,v,x,x
x,o3,x,o1,o3,o4,x,o3,o1,x,o2,o1,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,
x,sv,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,ru,ld,x,t,x,x,x,x,t,x,x,x,o1,o2,x
x,x,ru,h,h,h,h,h,h,h,h,ld,x,x,o3,x
x,x,x,x,x,x,x,t,x,x,x,v,t,x,o4,x
sh,h,h,ld,x,o3,x,x,x,o4,x,v,x,x,x,x
x,x,x,v,x,x,o3,o1,o1,x,x,v,t,x,t,x
x,x,t,v,t,x,o2,o4,o3,x,t,ru,h,ld,x,x
x,x,x,v,x,x,x,o1,x,x,x,x,x,v,t,x
sh,h,h,vl,x,x,o4,o2,x,o2,x,o1,x,v,x,x
x,x,x,v,t,x,o1,x,o4,o1,o4,o1,x,v,t,x
x,o3,x,v,x,x,x,x,x,x,x,o3,x,v,x,x
x,x,t,v,t,x,t,x,x,t,x,x,x,v,x,x
x,x,x,ru,h,h,h,h,h,h,h,h,h,vl,t,x
x,x,t,x,t,x,x,x,t,x,x,t,x,v,x,x
x,x,x,x,x,o3,o1,x,o4,o2,o1,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,
x,sv,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,v,x,x,x,o4,o1,x,o1,x,x,o4,x,x,x,x
x,v,t,x,x,x,x,o2,o3,x,x,x,x,o1,x,x
x,ru,h,ld,x,x,o2,x,x,o4,o1,x,o4,o2,x,x
x,x,x,v,x,x,o1,x,o1,x,x,o1,x,x,x,x
sh,ld,x,v,x,o2,o4,x,x,o3,x,o3,x,x,o3,x
x,v,t,v,x,x,o3,o4,o1,x,o1,x,o2,x,o2,x
x,v,x,v,t,x,x,o1,x,o4,o1,x,x,x,o1,x
x,v,x,v,x,x,x,x,o3,o1,x,o3,x,o3,x,x
x,v,x,v,x,x,o3,x,x,x,x,o2,o1,x,x,x
x,v,x,v,t,x,o1,o2,x,x,x,x,o3,o4,x,x
x,v,x,v,x,x,x,x,x,x,x,x,x,x,o4,x
x,ru,h,vl,x,t,x,t,x,t,x,x,x,x,x,x
x,t,x,ru,h,h,h,h,h,h,h,h,ld,t,x,x
x,x,x,x,x,x,t,x,x,t,x,x,ru,ld,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
