x,x,x,x,x,x,t,v,t,x,x,x
x,x,x,x,x,x,x,v,x,t,x,x
x,x,x,x,x,x,t,ru,h,ld,t,x
x,x,x,x,x,x,x,x,x,v,t,x
sh,h,h,ld,x,x,x,x,t,v,x,x
x,x,x,v,x,x,x,x,x,v,x,x
x,x,t,v,x,x,rd,h,h,lu,x,x
x,x,x,v,x,x,v,x,t,x,x,x
x,x,x,v,x,t,v,x,x,x,x,x
x,x,x,v,t,x,v,x,x,x,x,x
x,x,x,v,x,x,ru,ld,x,x,x,x
x,x,x,v,x,x,x,ru,h,ld,x,x
x,x,x,v,x,x,x,x,x,v,x,x
x,x,t,v,x,x,x,x,t,v,t,x
x,x,x,v,x,x,x,x,t,v,x,x
x,x,x,ru,h,ld,x,t,x,v,x,x
x,x,x,x,x,ru,h,h,h,vl,t,x
x,x,x,x,x,x,t,t,x,v,t,x
x,x,x,x,x,x,x,x,x,v,t,x
x,x,x,x,x,x,x,x,t,v,t,x
x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,x,x,sv,x,x,x,x,x,x,x
x,x,x,x,v,x,x,x,x,x,x,x
x,x,x,x,v,x,x,x,x,x,x,x
x,x,x,x,v,x,x,x,x,x,x,x
x,x,x,x,ru,h,h,ld,x,x,x,x
sh,h,ld,x,x,t,x,v,x,x,x,x
x,x,v,x,x,x,x,v,t,x,x,x
x,x,ru,ld,x,x,x,v,x,t,x,x
x,x,x,v,x,x,x,ru,h,h,ld,x
x,x,t,v,x,x,x,t,t,x,v,x
x,x,x,ru,h,ld,x,x,x,x,v,x
x,x,x,x,x,v,x,rd,h,h,lu,x
x,rd,h,h,h,lu,x,v,x,t,x,x
x,v,x,x,t,x,x,v,x,x,x,x
x,v,t,x,x,x,x,v,x,x,x,x
x,v,x,x,x,x,x,ru,ld,x,x,x
x,v,x,x,t,x,x,x,v,t,x,x
x,ru,h,h,ld,x,x,t,v,x,x,x
x,x,t,x,v,t,x,x,v,x,x,x
x,x,x,x,v,t,x,x,v,x,x,x
x,rd,h,h,lu,x,x,x,ru,ld,t,x
x,v,x,x,x,x,x,x,x,v,t,x
x,v,x,t,t,x,x,x,x,v,t,x
x,v,x,rd,h,h,h,h,h,lu,x,x
x,ru,h,vl,x,x,x,t,x,x,x,x
x,t,x,v,t,x,x,x,x,x,x,x
x,x,t,v,x,x,t,x,x,x,x,x
x,x,t,ru,h,h,h,ld,x,x,x,x
x,x,x,x,t,x,x,ru,h,ld,x,x
x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,x,sv,x,x,x,x,x,x,sv,x,x,x
x,x,x,v,x,x,x,x,x,x,v,x,x,x
x,x,x,v,x,x,x,x,x,x,v,x,x,x
x,x,x,ru,h,ld,x,x,x,t,v,x,x,x
x,x,x,x,x,v,x,x,x,x,v,x,x,x
x,x,x,x,x,v,x,x,x,x,v,x,x,x
x,x,x,x,t,v,x,x,x,x,v,t,x,x
x,x,x,x,x,v,x,x,x,x,v,t,x,x
x,x,x,x,x,v,t,x,x,x,v,t,x,x
sh,h,ld,x,x,v,x,x,x,t,v,x,x,x
x,x,v,t,x,ru,ld,x,x,t,ru,ld,x,x
x,x,v,x,x,x,v,x,x,x,x,v,x,x
x,x,v,x,x,x,v,x,x,x,x,v,t,x
x,x,v,x,x,x,v,x,x,x,t,v,x,x
x,x,v,x,x,x,v,t,x,x,x,v,x,x
x,t,v,x,x,x,v,x,x,x,x,v,x,x
x,x,v,x,x,t,v,x,x,x,x,v,x,x
x,x,v,x,x,x,v,x,x,x,x,v,x,x
x,x,v,x,x,x,ru,h,ld,t,x,v,x,x
x,x,v,t,x,x,x,x,v,t,x,v,x,x
x,x,v,x,x,x,x,x,v,x,x,v,x,x
x,x,v,x,x,x,x,t,v,x,x,v,t,x
x,t,v,x,t,x,x,x,ru,h,h,vl,t,x
x,x,ru,h,h,ld,x,x,x,x,x,v,x,x
x,x,x,x,x,ru,h,h,h,h,h,vl,t,x
x,x,x,x,x,t,t,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,t,v,x,x
x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,x,x,x,x,sv,x,x,x,x,x,x,x
x,x,x,x,x,x,v,x,x,x,x,x,x,x
x,x,x,x,x,x,v,t,x,x,x,x,x,x
x,x,x,x,x,x,v,x,x,x,x,x,x,x
sh,ld,x,x,x,x,ru,ld,x,x,x,x,x,x
x,v,x,x,x,x,x,v,x,x,x,x,x,x
x,v,x,t,x,x,x,v,x,x,x,x,x,x
x,ru,h,h,ld,x,x,v,t,x,x,x,x,x
x,x,x,x,v,x,x,v,x,x,x,x,x,x
x,x,x,x,v,x,x,v,x,x,x,x,x,x
x,x,x,t,v,x,x,v,t,x,x,x,x,x
x,x,x,x,v,x,x,v,x,x,x,x,x,x
x,x,x,x,v,x,x,ru,ld,x,x,x,x,x
sh,ld,x,x,ru,ld,x,x,v,x,x,x,x,x
x,v,x,x,x,ru,ld,x,v,x,x,x,x,x
x,v,t,x,x,x,v,x,v,x,t,x,x,x
x,v,x,x,x,x,v,x,ru,h,h,ld,x,x
x,ru,h,h,ld,x,v,x,x,x,x,v,t,x
x,x,x,x,v,x,ru,h,ld,x,x,v,x,x
x,x,x,x,v,x,x,x,v,x,x,v,x,x
x,x,x,t,v,x,x,t,v,x,x,v,x,x
x,x,x,x,ru,ld,x,x,ru,h,h,vl,t,x
x,x,x,x,x,v,x,x,x,x,x,v,t,x
x,x,x,x,t,v,x,t,x,x,rd,lu,x,x
x,x,x,x,x,ru,h,h,h,h,vl,t,x,x
x,x,x,x,x,x,x,t,x,x,ru,ld,x,x
x,x,x,x,x,x,x,x,x,x,x,v,t,x
x,x,x,x,x,x,x,x,x,x,t,v,x,x
x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,x,sv,x,x,x,x,x,x,x,x,x,x
x,x,x,ru,h,h,h,ld,x,x,x,x,x,x
x,x,x,x,x,t,x,v,x,x,x,x,x,x
x,x,x,x,x,x,t,v,t,x,x,x,x,x
x,x,x,x,x,x,x,v,t,x,x,x,x,x
sh,h,ld,x,x,x,x,v,x,x,x,x,x,x
x,x,v,x,x,x,x,ru,h,h,h,ld,x,x
x,x,ru,ld,x,x,x,t,t,x,x,v,t,x
x,x,x,v,x,x,x,x,x,x,x,v,x,x
x,x,x,v,t,x,x,x,x,x,t,v,x,x
x,x,x,v,x,x,x,x,x,x,x,v,x,x
x,x,x,v,x,x,x,x,x,x,x,v,x,x
x,x,x,v,x,x,x,x,x,x,t,v,x,x
x,x,x,v,x,x,x,x,x,x,t,ru,ld,x
x,x,t,v,x,x,x,x,x,x,x,t,v,x
x,x,x,v,x,x,x,x,x,x,t,x,v,x
x,x,t,v,x,t,x,x,x,rd,h,h,lu,x
x,x,t,ru,h,h,ld,x,x,v,x,x,x,x
x,x,x,t,x,x,v,x,x,v,x,x,x,x
x,x,x,x,x,x,v,x,x,v,x,x,x,x
x,x,x,x,x,x,v,x,t,v,x,x,x,x
x,x,x,x,x,t,v,x,x,v,x,x,x,x
x,x,x,x,x,x,v,t,x,v,t,x,x,x
x,x,x,x,x,t,v,x,x,v,x,x,x,x
x,x,x,x,x,t,ru,h,h,vl,x,x,x,x
x,x,x,x,x,x,x,t,x,v,x,x,x,x
x,x,x,x,x,x,x,x,x,ru,ld,x,x,x
x,x,x,x,x,x,x,x,x,x,v,x,x,x
x,x,x,x,x,x,x,x,x,t,v,x,x,x
x,x,x,x,x,x,x,x,x,x,ru,ld,x,x
x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,x,x,x,x,x,sv,x,x,x,x,sv,x,x,x
x,x,x,x,x,x,x,v,x,x,x,x,v,x,x,x
x,x,x,x,x,x,x,v,x,x,x,x,v,x,x,x
x,x,x,x,x,x,x,v,x,x,x,t,v,x,t,x
x,x,x,x,x,x,x,v,x,x,x,x,ru,h,ld,x
sh,h,ld,x,x,x,x,v,t,x,x,x,x,x,v,x
x,x,v,x,x,x,t,v,x,x,x,x,x,t,v,x
x,x,v,x,x,x,t,v,x,x,x,x,x,t,v,x
x,x,v,t,x,x,t,ru,h,h,ld,x,x,x,v,x
x,x,v,x,x,x,x,x,x,x,v,x,x,x,v,x
x,rd,lu,x,x,x,x,x,x,x,v,t,x,x,v,x
x,v,x,x,x,x,x,rd,h,h,lu,x,x,x,v,x
x,v,x,x,x,x,t,v,x,x,x,x,x,t,v,x
x,v,x,x,x,x,x,v,x,x,x,x,x,x,v,x
x,v,t,x,rd,h,h,lu,x,x,x,rd,h,h,lu,x
x,v,t,x,v,x,x,x,x,x,t,v,x,x,x,x
x,v,x,x,v,x,x,x,x,x,x,v,t,x,x,x
x,v,x,t,v,x,x,x,t,t,x,v,x,x,x,x
x,v,x,x,v,t,x,rd,h,h,h,lu,x,x,x,x
x,v,t,x,v,x,x,v,x,x,t,x,x,x,x,x
x,v,t,x,v,x,x,v,x,x,x,x,x,x,x,x
x,v,x,x,ru,h,h,hu,ld,x,x,x,x,x,x,x
x,ru,ld,x,x,x,t,x,v,x,x,x,x,x,x,x
x,x,ru,h,ld,x,x,x,v,t,x,x,x,x,x,x
x,x,t,x,v,x,x,x,v,t,x,x,x,x,x,x
x,x,x,x,ru,h,h,h,vl,x,x,x,x,x,x,x
x,x,x,x,t,t,x,x,v,x,t,t,x,x,x,x
x,x,x,x,x,x,x,x,ru,h,h,ld,x,x,x,x
x,x,x,x,x,x,x,x,t,t,x,ru,ld,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,ru,ld,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,x,x,x,x,x,x,sv,x,x,x,x,sv,x,x
x,x,x,x,x,x,x,x,v,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,v,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,v,x,x,x,t,v,x,x
sh,h,h,h,ld,x,x,x,v,x,x,x,x,v,x,x
x,x,t,x,v,x,x,x,ru,h,ld,x,x,v,x,x
x,x,x,x,v,x,x,x,x,x,v,x,x,v,x,x
x,x,x,x,v,x,x,x,x,x,v,x,t,v,x,x
x,x,x,x,v,x,x,x,x,x,v,x,x,v,x,x
x,x,x,x,v,x,x,x,x,t,v,x,x,v,x,x
sh,h,ld,x,v,x,x,x,x,x,v,x,x,v,t,x
x,x,v,x,v,t,x,x,x,x,v,x,x,v,x,x
x,x,v,x,v,x,x,x,x,x,v,t,x,ru,ld,x
x,t,v,x,v,x,x,x,x,t,v,x,x,x,v,x
x,x,v,x,v,x,x,x,x,t,ru,ld,x,x,v,x
sh,h,vl,x,v,x,x,x,x,x,x,v,x,x,v,x
x,x,v,x,v,t,x,x,x,x,t,v,x,t,v,x
x,t,v,x,v,t,x,x,x,x,x,v,x,x,v,x
x,x,v,x,v,t,x,x,x,x,t,v,x,x,v,x
x,x,v,x,v,x,x,x,x,x,t,vr,h,h,lu,x
x,x,v,x,ru,h,h,ld,x,x,t,v,x,t,t,x
x,x,v,x,t,t,x,v,x,t,x,v,x,x,x,x
x,t,v,x,x,x,x,v,x,rd,h,lu,x,x,x,x
x,x,v,x,x,x,x,ru,h,vl,x,x,x,x,x,x
x,t,ru,h,ld,x,x,x,x,v,t,x,x,x,x,x
x,x,t,x,ru,h,h,h,h,vl,t,x,x,x,x,x
x,x,x,x,t,x,x,t,x,v,x,x,t,x,x,x
x,x,x,x,x,x,x,x,t,ru,h,h,ld,t,x,x
x,x,x,x,x,x,x,x,x,x,t,x,v,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,ru,ld,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,x,x,sv,x,x,x,x,x,sv,x,x,sv,x,x
x,x,x,x,v,x,x,x,x,x,v,x,x,v,x,x
x,x,x,x,v,x,x,x,x,x,v,x,x,v,x,x
x,x,x,x,v,x,x,x,x,x,v,x,x,v,x,x
x,x,x,x,v,x,x,x,x,x,v,t,x,v,t,x
x,x,x,x,ru,h,ld,x,x,x,v,x,x,v,x,x
x,x,x,x,x,x,v,x,x,x,v,x,t,v,x,x
x,x,x,x,x,x,v,x,x,x,v,x,x,v,t,x
x,x,x,x,x,x,v,x,x,x,v,x,x,v,x,x
x,x,x,x,x,t,v,x,x,t,v,x,t,ru,ld,x
x,x,x,x,x,t,v,x,x,x,v,x,x,x,v,x
sh,h,h,ld,x,x,v,t,x,x,v,t,x,t,v,x
x,x,x,v,x,x,v,x,x,x,v,x,x,x,v,x
x,x,x,v,t,x,v,x,x,x,v,x,x,x,v,x
x,rd,h,lu,x,x,v,x,x,x,v,x,x,t,v,x
x,v,x,x,x,x,v,x,x,x,v,x,x,x,v,x
x,v,x,x,x,x,v,t,x,x,ru,ld,x,x,v,x
x,v,t,x,x,x,v,x,x,x,x,v,x,x,v,x
x,v,x,x,x,t,v,x,x,x,x,v,x,t,v,x
x,v,x,x,x,x,v,x,x,x,t,v,x,t,v,x
x,v,x,x,x,t,v,t,x,x,x,v,x,t,v,x
x,v,t,x,x,t,v,x,x,x,x,v,x,x,v,x
x,v,x,x,x,x,v,x,rd,h,h,hu,h,h,lu,x
x,v,x,t,x,x,ru,h,vl,x,x,t,x,t,t,x
x,ru,h,h,ld,x,x,x,v,t,x,x,x,x,x,x
x,t,t,x,ru,h,h,h,vl,x,x,x,x,x,x,x
x,x,x,x,x,t,t,x,ru,h,ld,x,t,x,x,x
x,x,x,x,x,x,x,x,x,x,ru,h,h,ld,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,v,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,x,x,sv,x,x,sv,x,x,x,sv,x,x,x,x,x
x,x,x,v,x,x,v,x,x,x,v,x,x,x,x,x
x,x,x,v,x,x,v,x,x,x,v,x,x,x,x,x
x,x,x,v,x,x,v,x,x,x,ru,ld,x,x,x,x
x,x,x,v,x,x,ru,h,ld,x,x,v,t,x,x,x
x,x,x,v,t,x,x,x,v,x,x,v,x,x,x,x
x,x,x,v,x,x,x,t,v,x,x,ru,h,ld,x,x
x,x,t,v,x,x,x,t,v,x,x,x,x,v,x,x
x,x,x,v,x,x,x,t,ru,h,ld,x,x,v,x,x
x,x,x,v,x,t,x,x,x,x,v,x,x,v,x,x
x,x,x,ru,h,h,ld,x,x,x,v,t,x,v,t,x
x,x,x,x,t,x,v,x,x,x,v,x,x,v,x,x
x,x,x,x,x,t,v,x,x,t,v,x,x,v,x,x
x,x,x,x,x,t,v,x,x,x,v,x,x,v,t,x
sh,ld,x,x,x,x,v,t,x,x,v,x,x,v,x,x
x,v,x,x,x,x,v,x,x,x,v,x,t,v,x,x
x,v,x,x,x,x,v,x,x,t,v,x,x,v,x,x
x,v,x,x,x,t,v,x,x,x,v,t,x,v,t,x
x,v,t,x,x,x,v,x,x,x,v,x,x,v,t,x
x,v,x,x,x,x,ru,ld,x,x,v,x,rd,lu,x,x
x,v,t,x,x,x,x,ru,h,hd,lu,x,v,x,x,x
x,v,x,x,x,x,x,x,x,v,x,x,v,t,x,x
x,v,x,x,x,x,x,x,x,v,x,rd,lu,t,x,x
x,v,t,x,x,x,x,x,t,v,x,v,x,x,x,x
x,v,x,x,x,x,x,x,t,ru,h,vl,t,x,x,x
x,v,x,x,x,x,x,x,x,t,x,v,t,x,x,x
x,v,x,t,t,x,x,x,x,x,t,v,x,x,x,x
x,ru,h,h,h,h,ld,x,x,x,t,v,t,x,x,x
x,t,t,t,x,x,v,x,t,x,x,v,x,x,x,x
x,x,x,x,x,x,ru,h,h,h,h,vl,x,x,x,x
x,x,x,x,x,x,x,x,t,t,x,ru,h,ld,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,g,x,x
